,IP,Traceroute,TTL,Latency,Delay
93,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.2,"[24.823, 26.061, 26.257, 36.841, 26.228]"
94,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.2,"[25.146, 26.026, 26.292, 26.674, 26.243]"
95,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[26.902, 26.899, 27.863, 26.952, 26.89]"
96,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.036, 25.807, 26.364, 26.676, 26.247]"
97,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[24.961, 26.14, 26.278, 26.707, 26.263]"
98,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.329, 26.018, 26.445, 26.451, 26.273]"
99,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.2,"[24.974, 25.809, 26.226, 26.623, 26.219]"
100,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.2,"[25.619, 25.968, 26.272, 26.963, 26.266]"
101,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.4,"[25.3, 25.808, 26.344, 26.718, 26.293]"
102,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.141, 26.997, 26.252, 26.441, 26.246]"
103,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.356, 26.088, 26.271, 26.514, 26.252]"
104,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.4,"[25.259, 25.846, 26.492, 26.509, 26.29]"
105,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[24.966, 25.902, 26.252, 26.868, 26.23]"
106,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.132, 25.797, 26.259, 27.146, 26.253]"
107,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.388, 25.814, 26.447, 26.429, 26.222]"
108,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.161, 26.032, 26.211, 26.578, 26.205]"
109,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[24.985, 26.98, 26.392, 31.746, 26.248]"
110,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.5,"[25.392, 26.077, 26.451, 26.795, 26.29]"
111,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.094, 25.775, 26.533, 26.714, 26.294]"
112,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.8,"[25.22, 25.986, 26.408, 27.117, 26.22]"
113,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.053, 25.814, 26.272, 26.738, 26.235]"
114,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.331, 25.943, 26.544, 26.7, 26.196]"
115,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.2,"[34.309, 26.123, 26.364, 26.704, 26.228]"
116,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.262, 25.839, 26.252, 26.68, 26.262]"
117,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.225, 25.903, 49.565, 26.696, 26.285]"
118,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[27.435, 26.239, 26.38, 26.692, 26.23]"
119,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.39, 25.918, 28.656, 26.452, 26.263]"
120,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.4,"[25.076, 26.016, 26.275, 26.574, 26.267]"
121,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.602, 28.283, 26.951, 26.472, 26.326]"
122,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.191, 25.962, 26.21, 26.42, 26.246]"
123,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.039, 34.52, 26.341, 27.089, 26.333]"
124,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,30.1,"[25.342, 25.917, 26.379, 26.47, 26.297]"
125,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.141, 25.843, 26.26, 26.508, 26.287]"
126,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.4,"[25.06, 25.707, 27.562, 26.45, 26.218]"
127,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[35.891, 26.019, 26.54, 26.55, 26.335]"
128,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.166, 25.833, 43.035, 26.522, 26.249]"
129,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[24.965, 25.919, 26.495, 26.469, 26.277]"
130,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.274, 25.891, 26.401, 26.865, 26.29]"
131,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.145, 25.789, 26.359, 27.288, 26.235]"
132,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.206, 25.841, 26.298, 26.468, 26.258]"
133,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.039, 25.819, 26.271, 26.477, 26.265]"
134,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.127, 25.832, 26.239, 26.66, 26.267]"
135,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.37, 25.93, 26.478, 26.621, 26.249]"
136,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.07, 28.361, 49.912, 26.797, 26.301]"
137,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.4,"[25.185, 25.94, 26.333, 26.616, 26.25]"
138,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.17, 25.938, 26.78, 26.999, 26.282]"
139,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[24.992, 25.785, 58.913, 26.614, 26.241]"
140,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.116, 25.999, 26.497, 26.702, 26.354]"
141,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.2,"[25.004, 25.919, 41.737, 26.468, 26.237]"
142,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.2,"[25.252, 26.023, 26.305, 26.519, 26.262]"
143,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.073, 26.008, 26.29, 26.481, 26.284]"
144,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.076, 29.889, 26.419, 26.605, 26.292]"
145,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[26.78, 29.724, 29.619, 29.6, 29.59]"
146,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.4,"[25.13, 25.852, 26.506, 26.466, 26.283]"
147,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.348, 25.96, 26.422, 26.512, 26.302]"
148,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.5,"[25.171, 25.715, 26.246, 26.484, 26.238]"
149,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.298, 25.837, 26.316, 26.545, 26.311]"
150,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,27.2,"[25.129, 26.432, 26.346, 26.448, 26.276]"
151,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.368, 25.955, 30.747, 26.674, 26.254]"
152,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.307, 26.085, 26.334, 26.753, 26.3]"
153,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.009, 25.879, 26.204, 26.699, 26.241]"
154,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.109, 26.012, 26.434, 26.66, 26.26]"
155,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.4,"[25.979, 26.057, 26.411, 26.75, 26.248]"
156,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.16, 25.838, 26.273, 26.652, 26.203]"
157,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.2,"[25.323, 25.919, 26.568, 26.78, 26.267]"
158,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.101, 25.799, 26.399, 26.526, 26.245]"
159,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[26.067, 26.062, 28.424, 28.419, 28.413]"
160,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.4,"[25.156, 26.818, 26.406, 26.783, 26.35]"
161,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[35.088, 26.57, 26.456, 26.852, 26.272]"
162,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[24.982, 26.031, 26.331, 26.719, 26.258]"
163,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[34.696, 26.227, 26.329, 26.778, 26.256]"
164,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.4,"[25.335, 25.922, 26.444, 26.492, 26.289]"
165,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.246, 25.806, 27.765, 29.415, 26.301]"
166,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.4,"[25.125, 25.843, 26.517, 26.548, 26.271]"
167,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.08, 25.936, 26.288, 26.553, 26.28]"
168,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[26.267, 26.208, 26.262, 26.517, 26.329]"
169,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.069, 25.815, 26.293, 27.077, 26.249]"
170,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.4,"[25.425, 25.746, 26.369, 28.314, 26.257]"
171,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.053, 29.116, 26.302, 26.585, 26.296]"
172,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.088, 25.857, 26.391, 26.45, 26.264]"
173,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.118, 25.86, 26.362, 26.507, 26.257]"
174,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,27.7,"[25.269, 25.964, 29.528, 29.524, 29.52]"
175,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.572, 26.041, 26.415, 26.536, 26.349]"
176,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.143, 26.095, 26.632, 26.599, 26.396]"
177,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.061, 25.902, 26.344, 26.508, 26.283]"
178,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.4,"[25.377, 26.071, 26.358, 26.612, 26.348]"
179,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[25.097, 27.475, 26.325, 27.877, 26.298]"
180,66.219.235.215,"[[97, 75, 190], [97, 75, 188], [66, 219, 235]]",50.0,26.3,"[24.969, 25.936, 26.299, 26.476, 26.278]"
