,Traceroute,TTL,Latency,Delay
42,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.2,"[28.238, 26.332, 26.507, 26.425, 26.29]"
43,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.053, 25.819, 26.305, 27.025, 26.255]"
44,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.504, 26.348, 26.292, 26.677, 26.255]"
45,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.203, 25.908, 27.661, 26.747, 26.306]"
46,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[24.952, 25.939, 26.468, 26.473, 26.165]"
47,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.253, 29.138, 26.31, 26.584, 26.255]"
48,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.105, 25.865, 26.495, 26.566, 26.313]"
49,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.03, 26.03, 27.671, 26.508, 26.239]"
50,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[24.993, 56.499, 26.387, 27.084, 26.259]"
51,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.072, 25.792, 26.176, 26.407, 26.219]"
52,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[29.519, 26.315, 26.351, 26.481, 26.287]"
53,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.314, 25.811, 26.277, 26.458, 26.202]"
54,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.053, 26.23, 45.486, 26.732, 26.274]"
55,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.052, 25.871, 26.453, 26.848, 26.278]"
56,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.114, 25.832, 26.329, 26.887, 26.318]"
57,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.381, 25.926, 26.298, 26.531, 26.292]"
58,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.162, 25.891, 26.488, 26.5, 26.34]"
59,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.392, 25.825, 26.447, 26.52, 26.25]"
60,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.252, 25.937, 26.398, 26.811, 26.363]"
61,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.097, 25.95, 26.24, 26.791, 26.25]"
62,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.809, 25.88, 26.526, 26.77, 26.324]"
63,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[28.038, 28.068, 28.033, 28.062, 28.027]"
64,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.228, 27.129, 26.423, 26.434, 26.285]"
65,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.282, 27.104, 26.291, 27.313, 26.241]"
66,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.097, 25.86, 26.439, 26.521, 26.235]"
67,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.2,"[25.059, 26.212, 26.253, 26.848, 26.221]"
68,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.114, 25.856, 26.613, 27.0, 26.272]"
69,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.098, 25.985, 26.349, 26.863, 26.306]"
70,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.9,"[25.008, 25.852, 26.329, 26.858, 26.301]"
71,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.113, 25.946, 26.264, 26.72, 26.237]"
72,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[24.926, 25.859, 26.233, 26.457, 26.337]"
73,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[24.992, 29.604, 26.444, 26.441, 26.273]"
74,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.2,"[25.244, 26.065, 26.427, 27.63, 26.2]"
75,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.2,"[24.985, 25.896, 26.487, 26.916, 26.293]"
76,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.138, 25.913, 27.249, 26.794, 26.273]"
77,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.16, 25.982, 26.248, 26.666, 26.235]"
78,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.041, 26.023, 29.72, 27.22, 26.247]"
79,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.272, 26.63, 26.325, 26.642, 26.238]"
80,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.2,"[25.115, 44.675, 26.803, 26.431, 26.245]"
81,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.186, 58.072, 26.331, 26.67, 26.212]"
82,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.2,"[28.372, 28.368, 28.363, 28.413, 28.355]"
83,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.301, 25.945, 26.782, 28.69, 26.276]"
84,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.067, 26.818, 26.379, 27.921, 26.241]"
85,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.433, 26.132, 26.685, 27.932, 26.604]"
86,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[24.961, 25.957, 26.271, 26.696, 26.24]"
87,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.18, 25.856, 26.35, 26.755, 26.26]"
88,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.045, 25.895, 26.307, 26.748, 26.205]"
89,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.192, 25.97, 27.412, 26.685, 26.288]"
90,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.209, 25.942, 26.509, 27.132, 26.293]"
91,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[24.998, 25.832, 26.275, 26.891, 26.27]"
92,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.2,"[25.102, 25.808, 26.368, 26.472, 26.285]"
93,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.2,"[24.823, 26.061, 26.257, 36.841, 26.228]"
94,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.2,"[25.146, 26.026, 26.292, 26.674, 26.243]"
95,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[26.902, 26.899, 27.863, 26.952, 26.89]"
96,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.036, 25.807, 26.364, 26.676, 26.247]"
97,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[24.961, 26.14, 26.278, 26.707, 26.263]"
98,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.329, 26.018, 26.445, 26.451, 26.273]"
99,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.2,"[24.974, 25.809, 26.226, 26.623, 26.219]"
100,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.2,"[25.619, 25.968, 26.272, 26.963, 26.266]"
101,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.3, 25.808, 26.344, 26.718, 26.293]"
102,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.141, 26.997, 26.252, 26.441, 26.246]"
103,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.356, 26.088, 26.271, 26.514, 26.252]"
104,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.259, 25.846, 26.492, 26.509, 26.29]"
105,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[24.966, 25.902, 26.252, 26.868, 26.23]"
106,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.132, 25.797, 26.259, 27.146, 26.253]"
107,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.388, 25.814, 26.447, 26.429, 26.222]"
108,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.161, 26.032, 26.211, 26.578, 26.205]"
109,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[24.985, 26.98, 26.392, 31.746, 26.248]"
110,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.5,"[25.392, 26.077, 26.451, 26.795, 26.29]"
111,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.094, 25.775, 26.533, 26.714, 26.294]"
112,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.8,"[25.22, 25.986, 26.408, 27.117, 26.22]"
113,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.053, 25.814, 26.272, 26.738, 26.235]"
114,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.331, 25.943, 26.544, 26.7, 26.196]"
115,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.2,"[34.309, 26.123, 26.364, 26.704, 26.228]"
116,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.262, 25.839, 26.252, 26.68, 26.262]"
117,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.225, 25.903, 49.565, 26.696, 26.285]"
118,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[27.435, 26.239, 26.38, 26.692, 26.23]"
119,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.39, 25.918, 28.656, 26.452, 26.263]"
120,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.076, 26.016, 26.275, 26.574, 26.267]"
121,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.602, 28.283, 26.951, 26.472, 26.326]"
122,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.191, 25.962, 26.21, 26.42, 26.246]"
123,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.039, 34.52, 26.341, 27.089, 26.333]"
124,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,30.1,"[25.342, 25.917, 26.379, 26.47, 26.297]"
125,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.141, 25.843, 26.26, 26.508, 26.287]"
126,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.4,"[25.06, 25.707, 27.562, 26.45, 26.218]"
127,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[35.891, 26.019, 26.54, 26.55, 26.335]"
128,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.166, 25.833, 43.035, 26.522, 26.249]"
129,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[24.965, 25.919, 26.495, 26.469, 26.277]"
130,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.274, 25.891, 26.401, 26.865, 26.29]"
131,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.145, 25.789, 26.359, 27.288, 26.235]"
132,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.206, 25.841, 26.298, 26.468, 26.258]"
133,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.039, 25.819, 26.271, 26.477, 26.265]"
134,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.127, 25.832, 26.239, 26.66, 26.267]"
135,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 188, 217], [66, 219, 235, 215]]",50.0,26.3,"[25.37, 25.93, 26.478, 26.621, 26.249]"
