,Traceroute,TTL,Latency,Delay
40,"[[10, 88, 3, 218], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.3,"[0.775, 22.95, 22.819, 22.766, 29.52]"
41,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.3,"[0.976, 25.15, 22.805, 22.933, 29.89]"
42,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.9,"[1.168, 22.882, 22.879, 22.877, 30.13]"
43,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.4,"[1.493, 26.213, 22.808, 22.738, 29.53]"
44,"[[10, 88, 3, 218], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.3,"[1.062, 22.664, 30.774, 22.714, 29.58]"
45,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.3,"[9.282, 22.297, 31.264, 22.862, 29.83]"
46,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,32.4,"[1.011, 22.282, 23.052, 22.896, 29.54]"
47,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.6,"[2.856, 23.258, 23.027, 22.923, 29.01]"
48,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.8,"[21.605, 23.025, 22.923, 22.787, 29.4]"
49,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.9,"[1.087, 22.776, 23.021, 22.928, 30.43]"
50,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.9,"[0.93, 22.948, 22.902, 22.954, 29.25]"
51,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.5,"[0.874, 22.355, 22.876, 22.809, 30.09]"
52,"[[10, 88, 3, 228], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.4,"[0.656, 23.108, 22.802, 23.168, 29.67]"
53,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.8,"[5.023, 22.252, 24.109, 22.851, 29.74]"
54,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.5,"[4.994, 22.478, 30.493, 22.893, 30.42]"
55,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.2,"[38.531, 22.727, 24.384, 22.808, 29.55]"
56,"[[10, 88, 3, 228], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.0,"[0.897, 22.732, 22.85, 23.08, 29.96]"
57,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.8,"[1.084, 22.619, 22.97, 22.819, 29.31]"
58,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.9,"[2.885, 22.29, 22.902, 22.796, 29.43]"
59,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.0,"[1.787, 22.439, 22.833, 24.964, 29.73]"
60,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.2,"[0.985, 22.678, 40.349, 22.866, 30.37]"
61,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.2,"[3.358, 28.053, 23.016, 22.958, 29.56]"
62,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.3,"[0.943, 34.796, 26.14, 22.885, 29.43]"
63,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.1,"[0.927, 22.769, 22.766, 22.763, 29.54]"
64,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.7,"[0.962, 22.232, 22.706, 22.822, 29.35]"
65,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.9,"[2.081, 24.626, 23.085, 25.524, 29.38]"
66,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.8,"[20.063, 23.278, 22.826, 23.006, 29.36]"
67,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.1,"[0.953, 22.328, 22.754, 25.036, 29.17]"
68,"[[10, 88, 3, 228], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.3,"[0.916, 22.693, 23.424, 24.042, 29.42]"
69,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.8,"[2.264, 25.512, 22.947, 22.873, 29.57]"
70,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.7,"[1.125, 22.787, 22.73, 22.78, 29.21]"
71,"[[10, 88, 3, 218], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.9,"[0.906, 22.561, 22.64, 22.738, 29.14]"
72,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.7,"[0.926, 23.071, 23.75, 22.708, 29.12]"
73,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.0,"[0.861, 22.988, 22.985, 22.903, 29.46]"
74,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.8,"[0.839, 22.907, 22.853, 22.758, 29.49]"
75,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.9,"[0.986, 25.699, 23.381, 23.379, 29.62]"
76,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.1,"[5.432, 22.323, 23.699, 23.593, 30.3]"
77,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.0,"[0.972, 22.311, 22.957, 22.953, 30.08]"
78,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.8,"[1.716, 22.663, 22.926, 22.816, 28.81]"
79,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,34.2,"[1.256, 26.299, 22.905, 22.734, 33.96]"
80,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.3,"[1.254, 22.627, 22.899, 34.137, 30.22]"
81,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.6,"[0.969, 27.459, 22.776, 22.857, 29.27]"
82,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.5,"[8.212, 23.164, 23.16, 23.156, 29.38]"
83,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.0,"[1.096, 22.381, 23.01, 22.86, 29.6]"
84,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.9,"[0.89, 26.0, 22.464, 22.867, 28.89]"
85,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.8,"[18.96, 22.583, 22.801, 22.953, 29.63]"
86,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.8,"[0.982, 22.991, 22.838, 22.985, 29.6]"
87,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.7,"[0.992, 23.168, 27.065, 22.757, 30.31]"
88,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.5,"[2.262, 22.231, 22.906, 22.766, 29.6]"
89,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.8,"[15.376, 23.042, 22.695, 22.751, 30.28]"
90,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.2,"[0.914, 23.656, 24.046, 29.01, 29.07]"
91,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.8,"[0.949, 22.633, 22.973, 22.829, 29.36]"
92,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.9,"[2.973, 22.602, 22.781, 22.826, 29.36]"
93,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.0,"[3.286, 22.848, 23.01, 22.842, 29.64]"
94,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.9,"[1.029, 22.439, 22.435, 22.862, 29.8]"
95,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.9,"[1.005, 23.118, 22.928, 23.022, 29.8]"
96,"[[10, 88, 3, 228], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.3,"[0.84, 26.997, 22.894, 22.783, 28.78]"
97,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.8,"[2.788, 22.418, 22.891, 23.86, 29.44]"
98,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.2,"[1.061, 22.325, 22.908, 22.799, 29.26]"
99,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.8,"[0.843, 22.399, 22.903, 22.75, 30.29]"
100,"[[10, 88, 3, 228], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.7,"[0.906, 23.791, 22.864, 23.032, 30.29]"
101,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.2,"[0.811, 22.908, 22.905, 22.867, 29.54]"
102,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.4,"[8.98, 22.891, 22.773, 22.835, 29.56]"
103,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.5,"[1.029, 22.251, 22.841, 22.951, 30.24]"
104,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.1,"[2.846, 22.545, 22.675, 22.819, 29.47]"
105,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.7,"[9.137, 43.022, 22.74, 22.801, 28.87]"
106,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.4,"[1.306, 22.594, 22.852, 22.748, 29.73]"
107,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.0,"[17.459, 24.5, 22.643, 22.697, 29.12]"
108,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.5,"[0.95, 30.133, 22.699, 25.044, 29.26]"
109,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.8,"[0.926, 22.631, 22.93, 22.802, 29.34]"
110,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.0,"[8.044, 22.816, 22.767, 22.838, 29.52]"
111,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.8,"[0.837, 22.29, 22.879, 22.874, 29.05]"
112,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.9,"[0.942, 22.775, 23.864, 23.318, 29.29]"
113,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.6,"[1.03, 28.823, 23.159, 23.648, 30.64]"
114,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.0,"[0.992, 22.569, 22.682, 22.811, 29.66]"
115,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.0,"[1.222, 22.494, 22.789, 22.629, 29.05]"
116,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.8,"[1.937, 22.26, 22.812, 22.893, 29.46]"
117,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.2,"[2.106, 22.32, 22.717, 22.74, 29.57]"
118,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.1,"[10.555, 22.852, 22.868, 22.803, 29.48]"
119,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.0,"[1.071, 22.233, 22.905, 22.767, 29.84]"
120,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.7,"[0.857, 22.339, 22.941, 22.838, 28.99]"
121,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.7,"[0.958, 28.542, 22.879, 22.823, 29.98]"
122,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.3,"[6.184, 22.536, 22.659, 22.771, 29.57]"
123,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.2,"[0.982, 22.443, 22.67, 22.77, 29.23]"
124,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,31.4,"[2.945, 22.304, 22.988, 23.062, 29.35]"
125,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.9,"[0.91, 22.323, 22.806, 22.921, 29.61]"
126,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.6,"[6.248, 22.625, 23.286, 22.73, 29.55]"
127,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.8,"[0.846, 22.414, 23.143, 22.833, 29.54]"
128,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.9,"[0.952, 22.816, 22.664, 22.721, 28.92]"
129,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,30.0,"[0.851, 22.305, 22.747, 22.881, 29.89]"
130,"[[4, 7, 18, 9], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.8,"[1.659, 31.173, 22.787, 22.739, 29.55]"
131,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,29.9,"[1.102, 24.65, 22.676, 22.794, 29.26]"
132,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,28.9,"[1.317, 22.698, 22.773, 27.387, 29.81]"
133,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,43.8,"[0.882, 22.298, 22.858, 22.738, 44.07]"
134,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,43.9,"[7.095, 22.365, 22.838, 22.763, 49.32]"
135,"[[4, 71, 117, 217], [4, 69, 219, 54], [4, 68, 38, 162], [207, 108, 177, 162], [97, 117, 140, 9]]",58.0,49.5,"[0.929, 24.705, 22.995, 22.803, 49.36]"
