,IP,Traceroute,TTL,Latency,Delay
15,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,24.3,"[20.991, 19.346, 19.314, 21.037, 28.36]"
16,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.1,"[19.641, 19.287, 19.284, 20.678, 27.58]"
17,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.4,"[19.733, 19.292, 19.288, 20.973, 20.79]"
18,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.3,"[19.882, 19.319, 19.268, 20.613, 20.93]"
19,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,25.5,"[20.31, 19.479, 19.875, 21.169, 27.94]"
20,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.3,"[19.801, 19.377, 19.966, 20.706, 28.6]"
21,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,26.6,"[20.085, 19.434, 19.429, 20.852, 27.95]"
22,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.2,"[19.577, 27.535, 20.868, 20.897, 44.76]"
23,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.3,"[19.829, 19.415, 19.674, 20.858, 27.93]"
24,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.7,"[25.433, 19.244, 19.195, 20.949, 28.56]"
25,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.9,"[19.589, 19.26, 20.971, 20.732, 27.9]"
26,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.0,"[20.079, 19.266, 19.216, 20.753, 27.73]"
27,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.0,"[19.985, 19.477, 19.474, 20.989, 27.79]"
28,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,37.6,"[20.111, 19.404, 19.26, 20.777, 28.46]"
29,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,26.5,"[20.136, 19.395, 19.335, 21.054, 28.42]"
30,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.4,"[19.866, 19.391, 19.338, 20.897, 23.9]"
31,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.9,"[19.644, 19.316, 19.274, 20.633, 28.64]"
32,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.2,"[19.876, 19.39, 19.386, 20.98, 27.92]"
33,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,24.1,"[19.751, 19.265, 19.218, 20.61, 28.15]"
34,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.8,"[19.667, 19.28, 19.277, 20.725, 20.87]"
35,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,43.3,"[19.629, 19.239, 19.16, 20.668, 36.56]"
36,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,25.3,"[20.174, 19.956, 19.386, 21.157, 28.06]"
37,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.0,"[19.777, 19.772, 19.235, 20.743, 28.36]"
38,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.3,"[19.896, 19.282, 22.331, 20.747, 28.69]"
39,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.1,"[19.837, 19.331, 19.328, 20.741, 28.99]"
40,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,25.0,"[19.751, 19.185, 19.173, 21.231, 28.14]"
41,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,24.9,"[19.867, 19.343, 19.402, 20.547, 28.93]"
42,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,24.1,"[19.632, 19.306, 19.303, 20.536, 27.9]"
43,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.1,"[20.141, 19.314, 19.279, 20.786, 27.43]"
44,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.1,"[19.84, 19.281, 19.278, 20.762, 107.69]"
45,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.7,"[19.77, 19.301, 19.298, 20.655, 28.26]"
46,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.4,"[19.994, 19.383, 19.38, 20.824, 28.15]"
47,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,25.0,"[19.879, 19.387, 19.35, 21.293, 28.61]"
48,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,24.7,"[19.725, 20.726, 20.721, 20.562, 20.7]"
49,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.1,"[20.376, 19.426, 19.233, 20.708, 28.31]"
50,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.8,"[19.847, 19.325, 19.278, 20.629, 28.49]"
51,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.6,"[19.843, 19.31, 19.121, 20.653, 28.08]"
52,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.2,"[19.65, 19.308, 19.206, 20.822, 27.97]"
53,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.6,"[19.988, 19.461, 19.455, 21.023, 28.18]"
54,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.1,"[20.093, 19.259, 19.811, 20.705, 27.55]"
55,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.6,"[19.828, 19.339, 19.335, 20.787, 28.58]"
56,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.8,"[20.01, 19.47, 19.465, 20.903, 28.01]"
57,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.7,"[19.816, 19.248, 19.1, 20.954, 28.6]"
58,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.3,"[19.956, 19.714, 19.516, 20.884, 28.38]"
59,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.4,"[19.801, 19.415, 19.409, 20.737, 27.7]"
60,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.3,"[19.807, 19.23, 19.228, 20.838, 28.23]"
61,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.9,"[19.991, 67.627, 19.278, 20.697, 28.25]"
62,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.8,"[19.976, 19.28, 19.276, 20.604, 28.69]"
63,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.3,"[19.637, 19.28, 19.213, 20.635, 27.8]"
64,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.4,"[19.968, 19.325, 22.276, 20.947, 27.79]"
65,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.3,"[19.795, 19.352, 19.348, 20.79, 28.61]"
66,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.0,"[21.051, 19.334, 20.496, 20.987, 20.61]"
67,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,25.4,"[19.769, 19.286, 19.246, 20.515, 28.13]"
68,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.9,"[19.891, 19.285, 19.22, 20.677, 28.3]"
69,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.2,"[19.656, 19.305, 19.256, 20.686, 28.41]"
70,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.2,"[19.678, 19.375, 20.024, 20.848, 28.22]"
71,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.7,"[19.84, 19.69, 19.353, 20.923, 27.9]"
72,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.9,"[19.786, 19.385, 19.336, 20.732, 28.4]"
73,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.8,"[19.648, 19.279, 19.217, 20.747, 28.33]"
74,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.6,"[19.75, 19.306, 19.303, 20.779, 28.59]"
75,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.9,"[19.803, 19.435, 22.123, 20.675, 28.69]"
76,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.6,"[19.799, 19.248, 22.887, 20.717, 28.53]"
77,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.9,"[33.453, 81.239, 19.288, 20.75, 20.82]"
78,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.9,"[19.737, 19.454, 19.851, 20.794, 20.72]"
79,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.2,"[20.142, 19.259, 19.183, 20.634, 28.18]"
80,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.0,"[19.885, 19.39, 19.386, 20.769, 28.65]"
81,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.2,"[19.897, 19.279, 19.196, 20.638, 28.32]"
82,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.9,"[20.082, 28.405, 21.846, 20.702, 20.96]"
83,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.1,"[21.777, 19.372, 19.273, 20.789, 27.86]"
84,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,25.9,"[19.822, 19.555, 19.141, 21.236, 28.7]"
85,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.2,"[20.018, 19.367, 19.316, 20.87, 28.56]"
86,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.7,"[20.187, 19.235, 19.233, 20.685, 28.44]"
87,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.8,"[19.726, 19.427, 19.498, 20.633, 20.8]"
88,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.2,"[19.835, 19.461, 19.411, 20.786, 20.78]"
89,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.5,"[19.926, 19.922, 19.918, 20.866, 28.1]"
90,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.2,"[19.751, 19.427, 19.423, 20.76, 28.24]"
91,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.4,"[20.313, 19.381, 19.321, 20.739, 28.31]"
92,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,26.3,"[19.797, 19.448, 19.318, 20.932, 28.55]"
93,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.0,"[19.923, 19.3, 19.148, 20.682, 27.54]"
94,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.9,"[19.806, 19.517, 19.512, 20.894, 27.86]"
95,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.0,"[19.728, 19.209, 19.143, 20.802, 28.17]"
96,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.5,"[19.894, 19.33, 19.253, 20.739, 27.71]"
97,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,20.8,"[19.906, 19.432, 22.559, 20.752, 28.04]"
98,136.36.62.167,"[[184, 104, 192], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.1,"[1.574, 19.379, 19.259, 20.754, 28.1]"
99,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.1,"[19.827, 19.45, 19.247, 20.669, 28.53]"
100,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.5,"[19.765, 19.323, 19.319, 20.62, 27.2]"
101,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.7,"[19.746, 20.639, 19.163, 20.627, 27.69]"
102,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,25.4,"[24.028, 21.373, 21.304, 22.841, 28.32]"
103,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.8,"[19.792, 19.41, 19.211, 20.601, 28.48]"
104,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.5,"[19.747, 19.311, 19.204, 20.875, 28.15]"
105,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.5,"[19.762, 19.496, 19.524, 20.832, 28.09]"
106,136.36.62.167,"[[184, 104, 192], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.6,"[1.3, 19.377, 19.371, 20.57, 27.97]"
107,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,24.0,"[20.456, 19.341, 20.176, 20.636, 20.78]"
108,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,20.8,"[20.713, 19.448, 19.444, 20.849, 28.33]"
109,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.9,"[19.725, 19.313, 19.309, 20.679, 21.05]"
110,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.1,"[20.231, 19.323, 19.208, 20.694, 28.6]"
111,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.8,"[24.656, 19.28, 19.199, 20.848, 20.74]"
112,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.4,"[20.046, 20.959, 19.498, 20.925, 30.39]"
113,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.9,"[19.738, 19.306, 19.301, 20.604, 27.89]"
114,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.8,"[19.877, 19.347, 19.345, 20.597, 29.14]"
115,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.8,"[19.691, 19.252, 19.249, 20.678, 28.39]"
116,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,30.2,"[19.911, 19.282, 19.316, 20.795, 28.38]"
117,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.0,"[19.705, 19.309, 19.306, 20.765, 23.93]"
118,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.8,"[19.971, 20.17, 19.234, 20.77, 28.47]"
119,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,23.1,"[19.592, 19.317, 20.328, 20.67, 27.96]"
120,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,24.8,"[19.711, 19.273, 22.825, 20.565, 28.7]"
121,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.3,"[19.721, 19.433, 19.174, 20.806, 28.52]"
122,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,24.0,"[19.828, 19.257, 19.208, 20.65, 28.66]"
123,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.0,"[19.802, 19.294, 19.22, 20.744, 28.44]"
124,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.9,"[19.71, 19.266, 19.222, 20.691, 28.75]"
125,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,29.7,"[20.003, 19.58, 19.575, 20.805, 28.1]"
126,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,25.6,"[20.269, 20.02, 20.016, 20.843, 27.5]"
127,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,21.5,"[20.471, 19.245, 19.186, 20.502, 27.86]"
128,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,24.6,"[19.844, 19.297, 19.294, 20.977, 27.89]"
129,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.0,"[19.765, 19.271, 19.268, 20.779, 26.51]"
130,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.1,"[19.807, 19.22, 19.218, 20.645, 27.82]"
131,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,26.0,"[19.873, 19.453, 19.448, 20.882, 27.45]"
132,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,26.0,"[19.606, 19.295, 19.292, 20.961, 26.94]"
133,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,26.7,"[20.092, 19.526, 19.482, 20.84, 27.07]"
134,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.7,"[19.99, 19.302, 19.247, 20.739, 27.14]"
135,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.2,"[19.546, 19.376, 19.373, 20.631, 27.63]"
136,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.6,"[19.613, 19.979, 19.203, 20.633, 27.33]"
137,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.7,"[19.76, 19.306, 19.269, 20.754, 27.77]"
138,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.7,"[20.167, 19.272, 22.885, 20.675, 26.8]"
139,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.1,"[25.631, 19.33, 19.293, 25.613, 27.37]"
140,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,28.2,"[19.805, 19.414, 19.41, 20.693, 26.3]"
141,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,26.5,"[19.886, 19.433, 19.43, 20.863, 27.61]"
142,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.5,"[19.969, 19.664, 19.876, 21.175, 28.59]"
143,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,27.7,"[19.77, 19.398, 19.354, 20.875, 27.55]"
144,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,22.1,"[19.693, 19.25, 19.163, 20.654, 27.2]"
145,136.36.62.167,"[[184, 105, 80], [184, 105, 80], [216, 218, 245], [192, 119, 17], [136, 36, 62]]",56.0,20.7,"[21.211, 19.22, 19.15, 20.65, 27.56]"
