,Traceroute,TTL,Latency,Delay
66,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.462, 63.355, 70.544, 69.929, 74.326]"
67,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[51.427, 63.299, 70.712, 70.067, 70.546]"
68,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[58.766, 63.395, 70.974, 70.001, 70.493]"
69,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[57.805, 63.356, 70.785, 70.924, 70.726]"
70,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.542, 63.198, 70.732, 70.06, 70.618]"
71,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.492, 63.347, 70.629, 69.962, 70.447]"
72,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.597, 63.26, 70.959, 69.933, 70.946]"
73,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[48.678, 63.325, 70.685, 69.994, 70.495]"
74,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[49.601, 63.37, 72.513, 69.963, 70.608]"
75,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[51.783, 63.599, 70.471, 69.973, 70.286]"
76,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.499, 63.461, 70.696, 69.965, 70.554]"
77,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.645, 63.379, 70.762, 70.253, 70.632]"
78,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[50.384, 63.271, 70.666, 69.964, 70.74]"
79,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.574, 63.177, 70.606, 69.979, 70.601]"
80,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.632, 63.405, 70.678, 69.98, 88.582]"
81,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.501, 63.284, 70.542, 69.958, 70.537]"
82,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.58, 63.271, 70.606, 69.934, 70.521]"
83,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.665, 66.188, 70.648, 70.858, 72.411]"
84,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.537, 65.68, 70.631, 69.96, 72.637]"
85,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.457, 63.405, 71.64, 69.957, 70.343]"
86,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.557, 63.374, 70.622, 69.972, 70.582]"
87,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.502, 64.003, 70.576, 69.976, 70.725]"
88,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[48.205, 63.185, 70.522, 69.967, 70.463]"
89,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.719, 64.928, 70.617, 70.541, 70.538]"
90,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.825, 63.124, 70.573, 69.954, 70.622]"
91,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.53, 63.232, 70.719, 69.985, 70.559]"
92,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[48.94, 63.678, 70.565, 69.982, 72.223]"
93,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.562, 63.295, 70.69, 70.113, 70.529]"
94,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.594, 63.203, 70.628, 69.926, 70.492]"
95,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.775, 63.387, 70.597, 69.957, 70.477]"
96,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.8, 65.564, 72.267, 69.973, 70.422]"
97,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.607, 64.551, 70.608, 69.94, 70.571]"
98,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.565, 63.39, 70.508, 70.046, 72.63]"
99,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.556, 65.692, 70.51, 69.986, 70.423]"
100,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.867, 63.73, 70.735, 69.974, 70.562]"
101,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.711, 63.095, 70.638, 70.159, 70.533]"
102,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.518, 68.435, 71.006, 70.099, 70.492]"
103,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.549, 63.161, 70.699, 69.93, 72.064]"
104,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.614, 67.877, 70.812, 71.334, 71.82]"
105,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.496, 63.232, 73.087, 69.983, 70.5]"
106,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[60.425, 63.502, 70.624, 69.969, 70.698]"
107,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.548, 63.14, 71.091, 70.369, 70.959]"
108,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.507, 63.433, 70.751, 69.999, 71.577]"
109,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.511, 64.775, 70.69, 70.03, 70.559]"
110,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.466, 63.466, 72.696, 69.921, 70.347]"
111,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.486, 63.155, 70.582, 69.939, 71.872]"
112,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.798, 63.8, 70.941, 70.219, 71.026]"
113,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.652, 63.946, 70.663, 69.944, 70.565]"
114,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.52, 63.363, 70.583, 69.905, 70.448]"
115,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.566, 63.255, 70.553, 69.987, 70.304]"
116,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[51.667, 63.567, 70.71, 71.685, 70.54]"
117,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[48.259, 63.364, 70.612, 69.967, 73.109]"
118,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.703, 63.83, 70.619, 70.085, 70.451]"
119,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.681, 65.177, 70.994, 70.027, 70.341]"
120,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.545, 63.655, 70.49, 70.856, 70.439]"
121,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.587, 63.174, 70.548, 69.902, 70.467]"
122,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.668, 63.23, 70.546, 69.915, 70.539]"
123,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.773, 63.729, 70.897, 70.658, 70.702]"
124,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.759, 63.286, 71.931, 70.062, 70.542]"
125,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.553, 63.091, 70.719, 69.965, 70.621]"
126,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.6, 63.577, 71.186, 69.977, 70.471]"
127,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.656, 63.353, 70.518, 70.138, 70.439]"
128,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.711, 63.525, 70.608, 69.934, 70.404]"
129,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.443, 63.401, 70.569, 69.955, 70.49]"
130,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.586, 63.3, 70.535, 69.897, 70.425]"
131,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.495, 63.429, 70.7, 69.964, 70.471]"
132,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.664, 63.474, 70.504, 70.039, 70.655]"
133,"[[62, 115, 153, 99], [76, 73, 191, 233], [24, 96, 249, 131], [216, 186, 189, 245], [69, 73, 17, 238]]",-1.0,-1.0,"[47.779, 63.345, 70.748, 69.989, 70.882]"
