,Traceroute,TTL,Latency,Delay
35,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.0,"[25.482, 26.163, 26.708, 27.171, 27.08]"
36,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.1,"[25.372, 25.982, 26.372, 26.803, 27.06]"
37,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.6,"[25.083, 25.939, 26.72, 26.88, 26.83]"
38,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.4,"[32.414, 26.308, 26.965, 27.291, 27.34]"
39,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,26.9,"[25.496, 26.391, 26.818, 27.463, 27.39]"
40,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,26.9,"[32.018, 26.35, 26.478, 26.754, 26.96]"
41,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.5,"[26.113, 26.251, 26.42, 26.778, 26.87]"
42,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.4,"[25.997, 26.462, 27.014, 27.529, 44.68]"
43,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,26.9,"[28.677, 28.674, 28.672, 28.669, 27.52]"
44,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.0,"[25.209, 32.579, 26.272, 26.828, 26.8]"
45,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.4,"[25.36, 25.97, 26.485, 26.943, 26.81]"
46,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.5,"[25.811, 26.314, 26.811, 27.369, 27.51]"
47,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.3,"[25.287, 25.86, 26.308, 26.636, 26.87]"
48,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.5,"[52.278, 26.604, 26.677, 26.754, 27.26]"
49,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,26.9,"[25.715, 26.208, 50.179, 27.118, 27.22]"
50,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,26.9,"[25.194, 26.048, 26.38, 26.816, 26.89]"
51,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.2,"[25.252, 25.853, 31.576, 26.969, 26.86]"
52,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,67.2,"[25.529, 27.065, 26.644, 27.252, 27.11]"
53,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,26.9,"[25.435, 26.206, 26.77, 26.891, 27.38]"
54,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.1,"[25.356, 26.028, 26.249, 26.695, 26.88]"
55,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.3,"[25.478, 25.923, 26.419, 26.777, 26.85]"
56,"[[97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 190, 145], [76, 8, 208, 30], [128, 187, 16, 18]]",238.0,28.6,"[26.24, 26.697, 26.951, 28.712, 28.68]"
57,"[[97, 75, 190, 196], [97, 75, 190, 192], [97, 75, 190, 145], [76, 8, 208, 30], [128, 187, 16, 18]]",238.0,28.6,"[26.178, 32.955, 26.788, 28.46, 28.95]"
58,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[25.335, 26.138, 26.335, 26.798, 27.6]"
59,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.3,"[25.338, 25.915, 26.445, 26.839, 26.92]"
60,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.5,"[25.908, 26.512, 26.84, 27.17, 27.5]"
61,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",239.0,27.1,"[25.505, 26.438, 26.768, 27.056, 65.01]"
62,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[25.271, 25.908, 26.424, 26.795, 27.54]"
63,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.0,"[25.468, 28.382, 26.944, 26.685, 27.59]"
64,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[25.693, 26.466, 26.774, 27.048, 27.82]"
65,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.5,"[25.749, 26.418, 27.056, 27.23, 28.11]"
66,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.6,"[25.318, 27.01, 26.351, 26.633, 27.66]"
67,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.2,"[25.689, 26.127, 26.342, 26.686, 27.53]"
68,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[25.676, 26.041, 26.592, 27.079, 27.93]"
69,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.6,"[25.615, 26.281, 27.241, 26.938, 27.83]"
70,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.6,"[25.254, 25.945, 26.487, 26.682, 27.73]"
71,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[27.377, 26.211, 26.393, 26.748, 27.73]"
72,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[25.175, 25.992, 26.341, 26.874, 27.64]"
73,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.1,"[25.334, 26.035, 26.487, 26.666, 27.61]"
74,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[25.503, 26.15, 26.551, 27.081, 27.83]"
75,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[25.601, 26.481, 26.707, 26.931, 28.0]"
76,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.0,"[25.143, 26.545, 26.377, 26.751, 27.55]"
77,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.2,"[25.185, 25.932, 26.406, 26.73, 32.01]"
78,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.2,"[25.834, 26.665, 26.858, 27.421, 28.22]"
79,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.6,"[25.722, 26.54, 26.798, 27.467, 28.05]"
80,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.8,"[25.365, 26.222, 26.419, 27.071, 27.65]"
81,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.2,"[25.495, 37.189, 26.376, 26.986, 27.62]"
82,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.3,"[25.706, 26.579, 26.85, 27.224, 28.15]"
83,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[25.63, 26.309, 26.961, 27.293, 28.18]"
84,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.8,"[25.143, 25.874, 26.436, 26.689, 27.71]"
85,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,38.0,"[25.25, 26.024, 27.18, 26.846, 27.51]"
86,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.1,"[25.627, 26.858, 26.989, 27.386, 30.64]"
87,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.0,"[25.601, 26.538, 26.86, 27.086, 28.15]"
88,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.8,"[25.169, 26.095, 26.694, 26.728, 27.84]"
89,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.1,"[25.271, 26.15, 26.421, 26.719, 27.53]"
90,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[25.702, 26.177, 26.896, 27.229, 28.36]"
91,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.8,"[29.441, 26.62, 26.794, 26.863, 27.85]"
92,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.6,"[26.612, 26.469, 26.591, 26.601, 27.67]"
93,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.0,"[25.413, 25.925, 26.319, 26.775, 27.62]"
94,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.1,"[25.708, 26.42, 26.63, 27.079, 27.87]"
95,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[25.668, 26.722, 26.924, 27.423, 28.26]"
96,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.0,"[25.644, 26.433, 26.635, 26.892, 27.94]"
97,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[25.538, 26.113, 26.761, 27.074, 32.73]"
98,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.6,"[25.133, 25.978, 26.338, 26.983, 27.71]"
99,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.0,"[25.154, 25.806, 26.181, 26.872, 27.61]"
100,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.0,"[25.553, 27.44, 26.784, 27.433, 27.95]"
101,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[25.453, 26.196, 26.69, 27.265, 27.92]"
102,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[24.991, 25.978, 26.446, 26.811, 27.62]"
103,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[25.117, 25.841, 26.446, 26.828, 27.47]"
104,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.3,"[25.569, 26.342, 26.797, 27.391, 28.08]"
105,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.8,"[25.887, 27.305, 26.88, 27.683, 28.04]"
106,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,46.3,"[25.076, 25.928, 26.684, 26.939, 27.55]"
107,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[25.109, 25.899, 26.307, 26.747, 27.59]"
108,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.0,"[25.398, 26.19, 26.752, 26.923, 27.99]"
109,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[25.402, 32.429, 26.801, 26.871, 27.83]"
110,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.8,"[25.147, 26.056, 26.331, 26.599, 27.62]"
111,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.0,"[25.108, 25.855, 26.408, 26.537, 27.45]"
112,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.2,"[25.553, 26.599, 26.932, 27.133, 28.07]"
113,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.6,"[25.764, 26.388, 26.994, 27.193, 28.09]"
114,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[60.001, 26.212, 26.48, 26.633, 27.65]"
115,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.0,"[25.186, 26.011, 26.369, 26.72, 27.69]"
116,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.1,"[25.603, 26.374, 26.721, 27.04, 28.06]"
117,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.8,"[25.73, 26.641, 26.809, 27.133, 28.05]"
118,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,46.7,"[25.362, 25.849, 26.313, 26.622, 27.59]"
119,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,49.6,"[25.016, 25.926, 26.233, 26.704, 47.99]"
120,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.6,"[30.084, 26.162, 26.229, 26.576, 27.69]"
121,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[25.163, 26.027, 26.298, 26.696, 27.71]"
122,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[26.289, 26.487, 26.581, 26.914, 27.85]"
123,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[25.509, 26.179, 27.241, 26.915, 49.44]"
124,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.6,"[25.142, 26.302, 27.645, 26.91, 27.57]"
125,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[25.247, 26.002, 26.27, 26.842, 27.71]"
126,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.4,"[26.206, 27.938, 27.933, 28.264, 28.29]"
127,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.6,"[26.942, 26.802, 26.799, 27.02, 28.1]"
128,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.5,"[25.174, 25.843, 26.393, 26.635, 27.63]"
129,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.0,"[25.382, 25.855, 26.497, 26.7, 27.68]"
130,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,28.0,"[25.438, 26.413, 26.661, 27.015, 27.86]"
131,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[26.019, 26.348, 26.573, 26.884, 27.74]"
132,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[25.024, 25.769, 27.584, 26.472, 27.6]"
133,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.9,"[25.07, 26.079, 26.389, 26.758, 27.54]"
134,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.8,"[25.852, 26.395, 26.575, 27.014, 27.75]"
135,"[[97, 75, 191, 50], [97, 75, 190, 196], [97, 75, 190, 192], [69, 169, 182, 14], [128, 187, 16, 18]]",238.0,27.7,"[25.74, 26.285, 26.658, 27.066, 27.9]"
